epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,0.0000,0.0000,0.0000
1681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,5,,,
1686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
1840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,0.0000,0.0000,0.0000
1841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010000,6,,,
